a,b,c
0.0,1.0,0.0
0.0,1.0,0.0
0.134,0.866,0.0
0.142,0.745,0.113
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.205,0.795,0.0
0.0,0.943,0.057
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.18,0.757,0.063
0.118,0.802,0.08
0.061,0.899,0.04
0.0,1.0,0.0
0.0,1.0,0.0
0.429,0.571,0.0
0.147,0.772,0.081
0.0,1.0,0.0
0.333,0.667,0.0
0.118,0.802,0.08
0.0,1.0,0.0
0.0,1.0,0.0
0.118,0.802,0.08
0.118,0.802,0.08
0.0,0.934,0.066
0.055,0.723,0.222
0.0,1.0,0.0
0.2,0.771,0.029
0.172,0.792,0.036
0.0,1.0,0.0
0.0,1.0,0.0
0.119,0.881,0.0
0.0,1.0,0.0
0.055,0.888,0.057
0.151,0.849,0.0
0.0,1.0,0.0
0.096,0.904,0.0
0.172,0.792,0.036
0.2,0.771,0.029
0.118,0.802,0.08
0.0,1.0,0.0
0.2,0.771,0.029
0.0,0.922,0.078
0.0,1.0,0.0
0.429,0.571,0.0
0.0,1.0,0.0
0.0,0.887,0.113
0.0,1.0,0.0
0.0,0.931,0.069
0.14,0.793,0.066
0.093,0.907,0.0
0.205,0.795,0.0
0.0,1.0,0.0
0.087,0.847,0.065
0.0,0.922,0.078
0.0,0.931,0.069
0.0,0.931,0.069
0.0,0.922,0.078
0.0,1.0,0.0
0.098,0.779,0.123
0.0,0.922,0.078
0.062,0.938,0.0
0.0,0.889,0.111
0.25,0.75,0.0
0.06,0.876,0.063
0.06,0.876,0.063
0.076,0.854,0.071
0.083,0.76,0.157
0.076,0.854,0.071
0.25,0.75,0.0
0.06,0.876,0.063
0.06,0.876,0.063
0.069,0.931,0.0
0.076,0.854,0.071
0.25,0.75,0.0
0.107,0.893,0.0
0.25,0.75,0.0
0.05,0.95,0.0
0.05,0.95,0.0
0.076,0.854,0.071
0.25,0.75,0.0
0.25,0.75,0.0
0.25,0.75,0.0
0.156,0.844,0.0
0.25,0.75,0.0
0.06,0.876,0.063
0.165,0.782,0.053
0.25,0.75,0.0
0.057,0.853,0.09
0.06,0.876,0.063
0.06,0.876,0.063
0.25,0.75,0.0
0.0,1.0,0.0
0.25,0.75,0.0
0.28,0.678,0.042
0.17,0.83,0.0
0.057,0.853,0.09
0.0,1.0,0.0
0.25,0.75,0.0
0.076,0.854,0.071
0.25,0.75,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.118,0.882,0.0
0.25,0.75,0.0
0.25,0.75,0.0
0.0,0.891,0.109
0.25,0.75,0.0
0.25,0.75,0.0
0.05,0.95,0.0
0.25,0.75,0.0
0.076,0.854,0.071
0.076,0.854,0.071
0.25,0.75,0.0
0.076,0.854,0.071
0.062,0.938,0.0
0.05,0.95,0.0
0.076,0.924,0.0
0.111,0.889,0.0
0.25,0.75,0.0
0.076,0.854,0.071
0.156,0.844,0.0
0.116,0.884,0.0
0.25,0.75,0.0
0.224,0.776,0.0
0.105,0.756,0.14
0.075,0.925,0.0
0.0,1.0,0.0
0.25,0.75,0.0
0.25,0.75,0.0
0.076,0.854,0.071
0.25,0.75,0.0
0.094,0.906,0.0
0.05,0.95,0.0
0.25,0.75,0.0
0.05,0.95,0.0
0.062,0.938,0.0
0.0,0.941,0.059
0.076,0.854,0.071
0.25,0.75,0.0
0.076,0.854,0.071
0.181,0.819,0.0
0.057,0.853,0.09
0.152,0.848,0.0
0.25,0.75,0.0
0.057,0.853,0.09
0.25,0.75,0.0
0.0,0.915,0.085
0.25,0.75,0.0
0.25,0.75,0.0
0.0,0.915,0.085
0.181,0.819,0.0
0.0,1.0,0.0
0.25,0.75,0.0
0.111,0.889,0.0
0.096,0.876,0.028
0.062,0.938,0.0
0.0,1.0,0.0
0.076,0.854,0.071
0.096,0.876,0.028
0.25,0.75,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.076,0.854,0.071
0.0,1.0,0.0
0.25,0.75,0.0
0.25,0.75,0.0
0.25,0.75,0.0
0.076,0.854,0.071
0.25,0.75,0.0
0.25,0.75,0.0
0.0,1.0,0.0
0.25,0.75,0.0
0.25,0.75,0.0
0.0,1.0,0.0
0.057,0.853,0.09
0.25,0.75,0.0
0.25,0.75,0.0
0.0,1.0,0.0
0.25,0.75,0.0
0.076,0.924,0.0
0.057,0.853,0.09
0.0,0.93,0.07
0.25,0.75,0.0
0.25,0.75,0.0
0.076,0.854,0.071
0.206,0.794,0.0
0.057,0.853,0.09
0.25,0.75,0.0
0.25,0.75,0.0
0.25,0.75,0.0
0.206,0.794,0.0
0.076,0.924,0.0
0.126,0.874,0.0
0.0,1.0,0.0
0.25,0.75,0.0
0.25,0.75,0.0
0.057,0.853,0.09
0.0,0.93,0.07
0.057,0.853,0.09
0.057,0.853,0.09
0.035,0.858,0.107
0.05,0.95,0.0
0.057,0.853,0.09
0.181,0.819,0.0
0.127,0.873,0.0
0.25,0.75,0.0
0.25,0.75,0.0
0.25,0.75,0.0
0.117,0.688,0.196
0.25,0.75,0.0
0.25,0.75,0.0
0.094,0.906,0.0
0.076,0.854,0.071
0.057,0.853,0.09
0.0,0.936,0.064
0.241,0.685,0.074
0.25,0.75,0.0
0.25,0.75,0.0
0.0,0.936,0.064
0.206,0.794,0.0
0.25,0.75,0.0
0.057,0.853,0.09
0.25,0.75,0.0
0.123,0.877,0.0
0.0,1.0,0.0
0.25,0.75,0.0
0.057,0.853,0.09
0.076,0.924,0.0
0.25,0.75,0.0
0.062,0.938,0.0
0.076,0.854,0.071
0.057,0.853,0.09
0.0,0.936,0.064
0.057,0.853,0.09
0.25,0.75,0.0
0.25,0.75,0.0
0.25,0.75,0.0
0.25,0.75,0.0
0.0,1.0,0.0
0.076,0.854,0.071
0.0,0.906,0.094
0.076,0.854,0.071
0.25,0.75,0.0
0.086,0.914,0.0
0.25,0.75,0.0
0.107,0.893,0.0
0.0,1.0,0.0
0.25,0.75,0.0
0.127,0.873,0.0
0.062,0.938,0.0
0.25,0.75,0.0
0.25,0.75,0.0
0.206,0.794,0.0
0.25,0.75,0.0
0.05,0.95,0.0
0.25,0.75,0.0
0.242,0.758,0.0
0.25,0.75,0.0
0.0,1.0,0.0
0.25,0.75,0.0
0.25,0.75,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.076,0.924,0.0
0.0,0.964,0.036
0.25,0.75,0.0
0.206,0.794,0.0
0.25,0.75,0.0
0.076,0.924,0.0
0.25,0.75,0.0
0.111,0.889,0.0
0.057,0.853,0.09
0.0,0.936,0.064
0.25,0.75,0.0
0.206,0.794,0.0
0.206,0.794,0.0
0.25,0.75,0.0
0.25,0.75,0.0
0.206,0.794,0.0
0.152,0.848,0.0
0.25,0.75,0.0
0.206,0.794,0.0
0.206,0.794,0.0
0.25,0.75,0.0
0.057,0.853,0.09
0.057,0.853,0.09
0.25,0.75,0.0
0.167,0.833,0.0
0.057,0.853,0.09
0.25,0.75,0.0
0.25,0.75,0.0
0.057,0.853,0.09
0.25,0.75,0.0
0.0,0.936,0.064
0.25,0.75,0.0
0.25,0.75,0.0
0.25,0.75,0.0
0.25,0.75,0.0
0.25,0.75,0.0
0.25,0.75,0.0
0.076,0.854,0.071
0.25,0.75,0.0
0.25,0.75,0.0
0.25,0.75,0.0
0.111,0.889,0.0
0.25,0.75,0.0
0.25,0.75,0.0
0.0,0.728,0.272
0.25,0.75,0.0
0.25,0.75,0.0
0.035,0.858,0.107
0.25,0.75,0.0
0.25,0.75,0.0
0.0,1.0,0.0
0.25,0.75,0.0
0.25,0.75,0.0
0.25,0.75,0.0
0.076,0.854,0.071
0.25,0.75,0.0
0.25,0.75,0.0
0.25,0.75,0.0
0.0,0.906,0.094
0.035,0.858,0.107
0.0,0.906,0.094
0.25,0.75,0.0
0.076,0.854,0.071
0.076,0.854,0.071
0.076,0.924,0.0
0.25,0.75,0.0
0.152,0.848,0.0
0.076,0.854,0.071
0.25,0.75,0.0
0.25,0.75,0.0
0.071,0.895,0.034
0.0,0.803,0.197
0.076,0.854,0.071
0.25,0.75,0.0
0.25,0.75,0.0
0.076,0.854,0.071
0.076,0.854,0.071
0.25,0.75,0.0
0.181,0.819,0.0
0.076,0.854,0.071
0.076,0.854,0.071
0.25,0.75,0.0
0.076,0.924,0.0
0.25,0.75,0.0
0.232,0.742,0.027
0.25,0.75,0.0
0.111,0.889,0.0
0.076,0.854,0.071
0.0,0.939,0.061
0.05,0.95,0.0
0.05,0.95,0.0
0.062,0.938,0.0
0.076,0.854,0.071
0.0,0.43,0.57
0.076,0.854,0.071
0.076,0.854,0.071
0.25,0.75,0.0
0.25,0.75,0.0
0.181,0.819,0.0
0.0,1.0,0.0
0.076,0.854,0.071
0.062,0.938,0.0
0.05,0.95,0.0
0.076,0.854,0.071
0.25,0.75,0.0
0.25,0.75,0.0
0.076,0.854,0.071
0.076,0.854,0.071
0.076,0.924,0.0
0.076,0.854,0.071
0.25,0.75,0.0
0.076,0.854,0.071
0.076,0.854,0.071
0.152,0.848,0.0
0.111,0.889,0.0
0.25,0.75,0.0
0.25,0.75,0.0
0.25,0.75,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.25,0.75,0.0
0.062,0.938,0.0
0.076,0.854,0.071
0.152,0.848,0.0
0.25,0.75,0.0
0.25,0.75,0.0
0.076,0.924,0.0
0.25,0.75,0.0
0.076,0.924,0.0
0.216,0.784,0.0
0.076,0.854,0.071
0.25,0.75,0.0
0.25,0.75,0.0
0.076,0.854,0.071
0.25,0.75,0.0
0.25,0.75,0.0
0.076,0.924,0.0
0.076,0.854,0.071
0.076,0.854,0.071
0.25,0.75,0.0
0.126,0.874,0.0
0.076,0.854,0.071
0.25,0.75,0.0
0.25,0.75,0.0
0.25,0.75,0.0
0.25,0.75,0.0
0.122,0.878,0.0
0.25,0.75,0.0
0.25,0.75,0.0
0.25,0.75,0.0
0.25,0.75,0.0
0.25,0.75,0.0
0.076,0.854,0.071
0.25,0.75,0.0
0.25,0.75,0.0
0.25,0.75,0.0
0.25,0.75,0.0
0.25,0.75,0.0
0.25,0.75,0.0
0.25,0.75,0.0
0.0,1.0,0.0
0.0,0.941,0.059
0.25,0.75,0.0
0.076,0.854,0.071
0.25,0.75,0.0
0.062,0.938,0.0
0.076,0.924,0.0
0.0,0.941,0.059
0.076,0.854,0.071
0.076,0.854,0.071
0.076,0.924,0.0
0.0,1.0,0.0
0.076,0.854,0.071
0.062,0.938,0.0
0.0,1.0,0.0
0.076,0.854,0.071
0.0,1.0,0.0
0.097,0.793,0.11
0.0,0.941,0.059
0.076,0.854,0.071
0.076,0.854,0.071
0.062,0.938,0.0
0.076,0.854,0.071
0.076,0.924,0.0
0.076,0.854,0.071
0.156,0.844,0.0
0.097,0.793,0.11
0.076,0.854,0.071
0.076,0.854,0.071
0.062,0.938,0.0
0.076,0.854,0.071
0.076,0.854,0.071
0.0,1.0,0.0
0.167,0.833,0.0
0.0,0.941,0.059
0.062,0.938,0.0
0.076,0.854,0.071
0.05,0.95,0.0
0.05,0.95,0.0
0.062,0.938,0.0
0.076,0.854,0.071
0.076,0.854,0.071
0.076,0.854,0.071
0.076,0.854,0.071
0.076,0.854,0.071
0.076,0.854,0.071
0.076,0.854,0.071
0.076,0.854,0.071
0.076,0.924,0.0
0.076,0.854,0.071
0.076,0.854,0.071
0.076,0.854,0.071
0.076,0.854,0.071
0.076,0.854,0.071
0.076,0.854,0.071
0.076,0.854,0.071
0.076,0.854,0.071
0.076,0.854,0.071
0.076,0.854,0.071
0.076,0.854,0.071
0.076,0.854,0.071
0.062,0.938,0.0
0.076,0.854,0.071
0.0,1.0,0.0
0.076,0.854,0.071
0.111,0.889,0.0
0.076,0.854,0.071
0.076,0.854,0.071
0.076,0.854,0.071
0.076,0.854,0.071
0.076,0.854,0.071
0.076,0.924,0.0
0.0,1.0,0.0
0.076,0.854,0.071
0.0,1.0,0.0
0.076,0.854,0.071
0.076,0.854,0.071
0.04,0.803,0.157
0.076,0.854,0.071
0.076,0.854,0.071
0.216,0.784,0.0
0.111,0.889,0.0
0.076,0.854,0.071
0.05,0.95,0.0
0.05,0.95,0.0
0.076,0.854,0.071
0.05,0.95,0.0
0.076,0.854,0.071
0.076,0.854,0.071
0.076,0.924,0.0
0.076,0.854,0.071
0.076,0.854,0.071
0.107,0.893,0.0
0.382,0.618,0.0
0.076,0.854,0.071
0.053,0.887,0.06
0.076,0.854,0.071
0.062,0.938,0.0
0.076,0.854,0.071
0.0,1.0,0.0
0.105,0.756,0.14
0.076,0.854,0.071
0.076,0.924,0.0
0.076,0.854,0.071
0.076,0.854,0.071
0.076,0.854,0.071
0.076,0.854,0.071
0.076,0.854,0.071
0.111,0.889,0.0
0.05,0.95,0.0
0.062,0.938,0.0
0.076,0.854,0.071
0.076,0.854,0.071
0.076,0.854,0.071
0.05,0.95,0.0
0.076,0.854,0.071
0.062,0.938,0.0
0.076,0.854,0.071
0.076,0.854,0.071
0.076,0.854,0.071
0.076,0.854,0.071
0.05,0.95,0.0
0.062,0.938,0.0
0.076,0.854,0.071
0.076,0.854,0.071
0.076,0.854,0.071
0.05,0.95,0.0
0.111,0.889,0.0
0.062,0.938,0.0
0.076,0.854,0.071
0.076,0.854,0.071
0.076,0.854,0.071
0.076,0.854,0.071
0.05,0.95,0.0
0.076,0.854,0.071
0.05,0.95,0.0
0.062,0.938,0.0
0.199,0.716,0.085
0.045,0.887,0.068
0.045,0.887,0.068
0.045,0.887,0.068
0.045,0.887,0.068
0.045,0.887,0.068
0.045,0.887,0.068
0.045,0.887,0.068
0.045,0.887,0.068
0.045,0.887,0.068
0.162,0.838,0.0
0.055,0.793,0.151
0.0,1.0,0.0
0.045,0.887,0.068
0.0,1.0,0.0
0.045,0.887,0.068
0.0,0.857,0.143
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.029,0.879,0.092
0.0,1.0,0.0
0.0,0.825,0.175
0.199,0.716,0.085
0.0,1.0,0.0
0.0,1.0,0.0
0.086,0.809,0.105
0.045,0.887,0.068
0.079,0.921,0.0
0.426,0.574,0.0
0.0,1.0,0.0
0.0,0.94,0.06
0.0,0.558,0.442
0.045,0.887,0.068
0.045,0.887,0.068
0.199,0.716,0.085
0.045,0.887,0.068
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,0.668,0.332
0.0,0.928,0.072
0.045,0.887,0.068
0.045,0.887,0.068
0.333,0.667,0.0
0.0,1.0,0.0
0.045,0.887,0.068
0.045,0.887,0.068
0.045,0.887,0.068
0.0,0.849,0.151
0.0,0.838,0.162
0.0,1.0,0.0
0.0,1.0,0.0
0.045,0.887,0.068
0.0,1.0,0.0
0.333,0.667,0.0
0.0,0.842,0.158
0.045,0.887,0.068
0.0,0.882,0.118
0.16,0.786,0.053
0.045,0.887,0.068
0.0,0.882,0.118
0.0,1.0,0.0
0.199,0.716,0.085
0.0,1.0,0.0
0.045,0.887,0.068
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,0.884,0.116
0.199,0.716,0.085
0.333,0.667,0.0
0.0,0.668,0.332
0.045,0.887,0.068
0.074,0.756,0.17
0.0,1.0,0.0
0.045,0.887,0.068
0.0,0.668,0.332
0.0,1.0,0.0
0.0,0.781,0.219
0.0,0.876,0.124
0.333,0.667,0.0
0.045,0.887,0.068
0.0,1.0,0.0
0.045,0.887,0.068
0.045,0.887,0.068
0.045,0.887,0.068
0.045,0.887,0.068
0.045,0.887,0.068
0.045,0.887,0.068
0.087,0.913,0.0
0.0,1.0,0.0
0.0,0.668,0.332
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.254,0.692,0.055
0.0,1.0,0.0
0.0,0.668,0.332
0.083,0.917,0.0
0.0,1.0,0.0
0.138,0.721,0.141
0.0,1.0,0.0
0.12,0.833,0.047
0.122,0.878,0.0
0.0,0.668,0.332
0.0,1.0,0.0
0.0,1.0,0.0
0.051,0.846,0.103
0.0,0.668,0.332
0.0,1.0,0.0
0.0,0.668,0.332
0.179,0.821,0.0
0.045,0.887,0.068
0.0,0.668,0.332
0.0,0.668,0.332
0.051,0.846,0.103
0.0,1.0,0.0
0.097,0.903,0.0
0.318,0.682,0.0
0.045,0.887,0.068
0.318,0.682,0.0
0.045,0.887,0.068
0.318,0.682,0.0
0.318,0.682,0.0
0.318,0.682,0.0
0.318,0.682,0.0
0.318,0.682,0.0
0.318,0.682,0.0
0.199,0.716,0.085
0.031,0.969,0.0
0.031,0.969,0.0
0.045,0.887,0.068
0.138,0.721,0.141
0.0,1.0,0.0
0.426,0.574,0.0
0.199,0.716,0.085
0.0,1.0,0.0
0.0,1.0,0.0
0.0,0.75,0.25
0.318,0.682,0.0
0.318,0.682,0.0
0.045,0.887,0.068
0.0,1.0,0.0
0.045,0.887,0.068
0.124,0.76,0.116
0.389,0.611,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.389,0.611,0.0
0.045,0.887,0.068
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.045,0.887,0.068
0.0,1.0,0.0
0.057,0.943,0.0
0.045,0.887,0.068
0.0,1.0,0.0
0.0,1.0,0.0
0.361,0.588,0.051
0.045,0.887,0.068
0.045,0.887,0.068
0.0,1.0,0.0
0.0,1.0,0.0
0.273,0.727,0.0
0.138,0.721,0.141
0.426,0.574,0.0
0.0,1.0,0.0
0.052,0.75,0.197
0.045,0.887,0.068
0.0,0.781,0.219
0.0,0.781,0.219
0.0,0.781,0.219
0.0,1.0,0.0
0.107,0.893,0.0
0.0,0.884,0.116
0.0,1.0,0.0
0.0,1.0,0.0
0.045,0.887,0.068
0.0,1.0,0.0
0.045,0.887,0.068
0.0,0.825,0.175
0.094,0.906,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.045,0.887,0.068
0.045,0.887,0.068
0.0,1.0,0.0
0.0,1.0,0.0
0.0,0.825,0.175
0.045,0.887,0.068
0.246,0.669,0.084
0.094,0.631,0.274
0.0,0.876,0.124
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.045,0.887,0.068
0.199,0.716,0.085
0.0,1.0,0.0
0.246,0.669,0.084
0.0,1.0,0.0
0.386,0.552,0.062
0.361,0.588,0.051
0.0,1.0,0.0
0.333,0.667,0.0
0.357,0.643,0.0
0.0,0.825,0.175
0.0,1.0,0.0
0.0,1.0,0.0
0.045,0.887,0.068
0.045,0.887,0.068
0.045,0.887,0.068
0.053,0.947,0.0
0.426,0.574,0.0
0.045,0.887,0.068
0.333,0.667,0.0
0.045,0.887,0.068
0.0,1.0,0.0
0.045,0.887,0.068
0.0,1.0,0.0
0.094,0.631,0.274
0.045,0.887,0.068
0.045,0.887,0.068
0.045,0.887,0.068
0.045,0.887,0.068
0.0,1.0,0.0
0.0,0.876,0.124
0.0,1.0,0.0
0.045,0.887,0.068
0.0,1.0,0.0
0.274,0.726,0.0
0.274,0.726,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.045,0.887,0.068
0.0,1.0,0.0
0.0,1.0,0.0
0.199,0.716,0.085
0.333,0.667,0.0
0.045,0.887,0.068
0.0,1.0,0.0
0.045,0.887,0.068
0.045,0.887,0.068
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.274,0.726,0.0
0.0,1.0,0.0
0.199,0.716,0.085
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.333,0.667,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.045,0.887,0.068
0.333,0.667,0.0
0.333,0.667,0.0
0.333,0.667,0.0
0.199,0.716,0.085
0.0,1.0,0.0
0.045,0.887,0.068
0.333,0.667,0.0
0.0,0.903,0.097
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.333,0.667,0.0
0.045,0.887,0.068
0.0,1.0,0.0
0.333,0.667,0.0
0.426,0.574,0.0
0.0,1.0,0.0
0.0,0.904,0.096
0.0,1.0,0.0
0.0,1.0,0.0
0.333,0.667,0.0
0.0,1.0,0.0
0.199,0.716,0.085
0.231,0.769,0.0
0.045,0.887,0.068
0.0,1.0,0.0
0.045,0.887,0.068
0.333,0.667,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.045,0.887,0.068
0.045,0.887,0.068
0.0,1.0,0.0
0.333,0.667,0.0
0.045,0.887,0.068
0.045,0.887,0.068
0.045,0.887,0.068
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.045,0.887,0.068
0.045,0.887,0.068
0.178,0.737,0.085
0.045,0.887,0.068
0.188,0.743,0.07
0.0,1.0,0.0
0.0,1.0,0.0
0.202,0.798,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.045,0.887,0.068
0.333,0.667,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.045,0.887,0.068
0.045,0.887,0.068
0.174,0.756,0.07
0.0,1.0,0.0
0.184,0.816,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.045,0.887,0.068
0.333,0.667,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.333,0.667,0.0
0.0,1.0,0.0
0.045,0.887,0.068
0.0,0.933,0.067
0.0,1.0,0.0
0.045,0.887,0.068
0.045,0.887,0.068
0.0,1.0,0.0
0.0,1.0,0.0
0.273,0.727,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.199,0.716,0.085
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,0.862,0.138
0.0,1.0,0.0
0.0,1.0,0.0
0.0,0.933,0.067
0.0,1.0,0.0
0.0,1.0,0.0
0.199,0.716,0.085
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.255,0.745,0.0
0.333,0.667,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.483,0.517,0.0
0.333,0.667,0.0
0.045,0.887,0.068
0.045,0.887,0.068
0.0,1.0,0.0
0.0,1.0,0.0
0.045,0.887,0.068
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.045,0.887,0.068
0.199,0.716,0.085
0.045,0.887,0.068
0.199,0.716,0.085
0.199,0.716,0.085
0.199,0.716,0.085
0.045,0.887,0.068
0.263,0.737,0.0
0.333,0.667,0.0
0.0,1.0,0.0
0.333,0.667,0.0
0.199,0.716,0.085
0.255,0.745,0.0
0.045,0.887,0.068
0.199,0.716,0.085
0.044,0.915,0.042
0.333,0.667,0.0
0.333,0.667,0.0
0.044,0.915,0.042
0.333,0.667,0.0
0.199,0.716,0.085
0.199,0.716,0.085
0.045,0.887,0.068
0.0,1.0,0.0
0.0,1.0,0.0
0.128,0.872,0.0
0.045,0.887,0.068
0.426,0.574,0.0
0.045,0.887,0.068
0.128,0.872,0.0
0.129,0.694,0.177
0.045,0.887,0.068
0.333,0.667,0.0
0.333,0.667,0.0
0.045,0.887,0.068
0.333,0.667,0.0
0.045,0.887,0.068
0.045,0.887,0.068
0.333,0.667,0.0
0.045,0.887,0.068
0.045,0.887,0.068
0.045,0.887,0.068
0.045,0.887,0.068
0.0,1.0,0.0
0.333,0.667,0.0
0.333,0.667,0.0
0.333,0.667,0.0
0.333,0.667,0.0
0.333,0.667,0.0
0.333,0.667,0.0
0.045,0.887,0.068
0.045,0.887,0.068
0.426,0.574,0.0
0.0,1.0,0.0
0.333,0.667,0.0
0.333,0.667,0.0
0.045,0.887,0.068
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.426,0.574,0.0
0.045,0.887,0.068
0.426,0.574,0.0
0.045,0.887,0.068
0.333,0.667,0.0
0.333,0.667,0.0
0.333,0.667,0.0
0.045,0.887,0.068
0.045,0.887,0.068
0.045,0.887,0.068
0.0,1.0,0.0
0.045,0.887,0.068
0.426,0.574,0.0
0.045,0.887,0.068
0.045,0.887,0.068
0.333,0.667,0.0
0.045,0.887,0.068
0.0,1.0,0.0
0.091,0.909,0.0
0.0,1.0,0.0
0.045,0.887,0.068
0.0,1.0,0.0
0.045,0.887,0.068
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.426,0.574,0.0
0.333,0.667,0.0
0.333,0.667,0.0
0.045,0.887,0.068
0.114,0.833,0.052
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.0,0.955,0.045
0.0,0.713,0.287
0.0,0.616,0.384
0.077,0.581,0.342
0.181,0.819,0.0
0.0,1.0,0.0
0.0,0.805,0.195
0.23,0.566,0.203
0.0,0.8,0.2
0.0,0.934,0.066
0.23,0.566,0.203
0.0,0.921,0.079
0.119,0.782,0.099
0.23,0.566,0.203
0.0,1.0,0.0
0.0,0.396,0.604
0.23,0.566,0.203
0.0,1.0,0.0
0.23,0.566,0.203
0.23,0.566,0.203
0.0,1.0,0.0
0.0,0.485,0.515
0.23,0.566,0.203
0.075,0.819,0.106
0.0,0.909,0.091
0.23,0.566,0.203
0.0,0.909,0.091
0.23,0.566,0.203
0.149,0.745,0.106
0.0,0.914,0.086
0.0,0.794,0.206
0.0,0.909,0.091
0.0,0.851,0.149
0.23,0.566,0.203
0.0,0.851,0.149
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.0,0.914,0.086
0.0,1.0,0.0
0.0,0.744,0.256
0.0,0.77,0.23
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.0,0.8,0.2
0.23,0.566,0.203
0.086,0.686,0.228
0.086,0.686,0.228
0.0,0.923,0.077
0.23,0.566,0.203
0.0,0.555,0.445
0.23,0.566,0.203
0.0,0.923,0.077
0.23,0.566,0.203
0.23,0.566,0.203
0.0,0.503,0.497
0.23,0.566,0.203
0.23,0.566,0.203
0.0,0.869,0.131
0.23,0.566,0.203
0.0,0.503,0.497
0.175,0.615,0.21
0.23,0.566,0.203
0.23,0.566,0.203
0.412,0.588,0.0
0.0,0.858,0.142
0.23,0.566,0.203
0.0,0.665,0.335
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.0,0.709,0.291
0.061,0.939,0.0
0.23,0.566,0.203
0.128,0.872,0.0
0.23,0.566,0.203
0.058,0.777,0.165
0.23,0.566,0.203
0.23,0.566,0.203
0.288,0.712,0.0
0.0,0.485,0.515
0.23,0.566,0.203
0.23,0.566,0.203
0.073,0.635,0.292
0.0,0.732,0.268
0.0,0.884,0.116
0.0,0.869,0.131
0.0,0.869,0.131
0.0,0.466,0.534
0.056,0.766,0.178
0.23,0.566,0.203
0.0,1.0,0.0
0.23,0.566,0.203
0.23,0.566,0.203
0.0,0.872,0.128
